,Unnamed: 0,qkey,attribute,group,D_H,R_H
6068,152,ECON4_a_W54,POLIDEOLOGY,Moderate,"[0.29258672, 0.30681014, 0.26623854, 0.13436461]",0.0033585558608927
6069,153,ECON4_a_W54,POLIDEOLOGY,Very conservative,"[0.29021923, 0.26024425, 0.27970712, 0.1698294]",0.00713445820759
6070,154,ECON4_a_W54,POLIDEOLOGY,Very liberal,"[0.30606493, 0.29938924, 0.24606632, 0.14847951]",0.0
6081,165,ECON5_i_W54,POLIDEOLOGY,Conservative,"[0.22986378, 0.24317612, 0.15846968, 0.10105023, 0.26744019]",0.0156345523764319
6082,166,ECON5_i_W54,POLIDEOLOGY,Liberal,"[0.03300434, 0.10385282, 0.38787445, 0.37112957, 0.10413882]",0.0114082708346558
6083,167,ECON5_i_W54,POLIDEOLOGY,Moderate,"[0.11311073, 0.18409865, 0.26487945, 0.20761036, 0.23030081]",0.0138974525591884
6084,168,ECON5_i_W54,POLIDEOLOGY,Very conservative,"[0.41395485, 0.13700781, 0.08154414, 0.06760118, 0.29989201]",0.0132807528180749
6085,169,ECON5_i_W54,POLIDEOLOGY,Very liberal,"[0.03839635, 0.0425234, 0.31361574, 0.51130817, 0.09415634]",0.0119236829206194
6091,175,INEQ5_a_W54,POLIDEOLOGY,Conservative,"[0.46187426, 0.4015089, 0.08471116, 0.05190567]",0.0146412784936451
6092,176,INEQ5_a_W54,POLIDEOLOGY,Liberal,"[0.36929285, 0.40560073, 0.18129203, 0.0438144]",0.0119612520967312
6093,177,INEQ5_a_W54,POLIDEOLOGY,Moderate,"[0.49583251, 0.33671799, 0.13903767, 0.02841183]",0.0084753519198432
6094,178,INEQ5_a_W54,POLIDEOLOGY,Very conservative,"[0.4938854, 0.36477922, 0.08849312, 0.05284226]",0.0145734264353939
6095,179,INEQ5_a_W54,POLIDEOLOGY,Very liberal,"[0.43114177, 0.39707639, 0.1484717, 0.02331014]",0.0
6101,185,ECON4_b_W54,POLIDEOLOGY,Conservative,"[0.1795851, 0.32971898, 0.3167087, 0.17398722]",0.0093322246154973
6102,186,ECON4_b_W54,POLIDEOLOGY,Liberal,"[0.14293238, 0.26928117, 0.34908524, 0.23870121]",0.0090939614660606
6103,187,ECON4_b_W54,POLIDEOLOGY,Moderate,"[0.15609492, 0.27928317, 0.34787981, 0.21674209]",0.0057939064228158
6104,188,ECON4_b_W54,POLIDEOLOGY,Very conservative,"[0.19236938, 0.28204624, 0.31124631, 0.21433807]",0.0084244144887406
6105,189,ECON4_b_W54,POLIDEOLOGY,Very liberal,"[0.13092151, 0.25027317, 0.34365435, 0.27515097]",0.0069088742560633
6111,195,INEQ5_f_W54,POLIDEOLOGY,Conservative,"[0.48327068, 0.34941262, 0.09765851, 0.06965819]",0.0145372452466875
6112,196,INEQ5_f_W54,POLIDEOLOGY,Liberal,"[0.1852625, 0.28843067, 0.38223777, 0.14406906]",0.0221590750326833
6113,197,INEQ5_f_W54,POLIDEOLOGY,Moderate,"[0.3215672, 0.37208319, 0.20602563, 0.10032398]",0.0100827140077195
6114,198,INEQ5_f_W54,POLIDEOLOGY,Very conservative,"[0.56165159, 0.25983965, 0.09415635, 0.08435241]",0.0071295429005549
6115,199,INEQ5_f_W54,POLIDEOLOGY,Very liberal,"[0.19590857, 0.17403611, 0.39678062, 0.2332747]",0.0
6116,200,INEQ4_a_W54,POLIDEOLOGY,Conservative,"[0.43052479, 0.39655618, 0.10053695, 0.07238208]",0.0046440995988213
6117,201,INEQ4_a_W54,POLIDEOLOGY,Liberal,"[0.77233667, 0.1983344, 0.02511326, 0.00421567]",0.0046564812325751
6118,202,INEQ4_a_W54,POLIDEOLOGY,Moderate,"[0.63258565, 0.30481602, 0.04496852, 0.01762981]",0.0017171364536876
6119,203,INEQ4_a_W54,POLIDEOLOGY,Very conservative,"[0.48184374, 0.24616891, 0.15202185, 0.11996549]",0.0083142474666242
6120,204,INEQ4_a_W54,POLIDEOLOGY,Very liberal,"[0.84847282, 0.12630869, 0.02068449, 0.004534]",0.0
6121,205,GOVPRIORITYb_W54,POLIDEOLOGY,Conservative,"[0.68740261, 0.24880992, 0.05703342, 0.00675404]",0.0055882608656381
6122,206,GOVPRIORITYb_W54,POLIDEOLOGY,Liberal,"[0.11619425, 0.40276455, 0.42126624, 0.05977496]",0.0073008373568365
6123,207,GOVPRIORITYb_W54,POLIDEOLOGY,Moderate,"[0.32392108, 0.44257347, 0.20518935, 0.02831611]",0.0028667969496675
6124,208,GOVPRIORITYb_W54,POLIDEOLOGY,Very conservative,"[0.72943597, 0.15296329, 0.08275229, 0.03484844]",0.0043880637286376
6125,209,GOVPRIORITYb_W54,POLIDEOLOGY,Very liberal,"[0.09749408, 0.23574191, 0.49859391, 0.1681701]",0.0
6136,220,INEQ8_h_W54,POLIDEOLOGY,Conservative,"[0.50089447, 0.28190391, 0.14414607, 0.07305555]",0.016199497742706
6137,221,INEQ8_h_W54,POLIDEOLOGY,Liberal,"[0.08722214, 0.1810803, 0.49633796, 0.23535961]",0.0030826965746272
6138,222,INEQ8_h_W54,POLIDEOLOGY,Moderate,"[0.2663952, 0.27124677, 0.36132196, 0.10103606]",0.0067429202044911
6139,223,INEQ8_h_W54,POLIDEOLOGY,Very conservative,"[0.54879225, 0.22215857, 0.15629754, 0.07275164]",0.0057388958461545
6140,224,INEQ8_h_W54,POLIDEOLOGY,Very liberal,"[0.05790904, 0.08332438, 0.3435141, 0.51525248]",0.0099586803725348
6141,225,ECON5_h_W54,POLIDEOLOGY,Conservative,"[0.2308034, 0.23492026, 0.15791991, 0.10671622, 0.2696402]",0.0157941091969253
6142,226,ECON5_h_W54,POLIDEOLOGY,Liberal,"[0.02270123, 0.11353862, 0.33076286, 0.44490191, 0.08809539]",0.010600269477087
6143,227,ECON5_h_W54,POLIDEOLOGY,Moderate,"[0.09712321, 0.19200086, 0.25840568, 0.22681042, 0.22565982]",0.0123446164471953
6144,228,ECON5_h_W54,POLIDEOLOGY,Very conservative,"[0.39384594, 0.13164081, 0.1270025, 0.06593426, 0.28157649]",0.0075701701800189
6145,229,ECON5_h_W54,POLIDEOLOGY,Very liberal,"[0.02669712, 0.04694024, 0.23573787, 0.60986999, 0.08075479]",0.0134216027594395
6161,245,INEQ5_i_W54,POLIDEOLOGY,Conservative,"[0.24248661, 0.4284295, 0.25638067, 0.07270322]",0.0159906626718738
6162,246,INEQ5_i_W54,POLIDEOLOGY,Liberal,"[0.54986436, 0.35375362, 0.07149388, 0.02488813]",0.0107750862373102
6163,247,INEQ5_i_W54,POLIDEOLOGY,Moderate,"[0.39587527, 0.40228114, 0.15811167, 0.04373192]",0.0045675349069391
6164,248,INEQ5_i_W54,POLIDEOLOGY,Very conservative,"[0.22746741, 0.33140186, 0.3185682, 0.12256252]",0.0175776838456471
6165,249,INEQ5_i_W54,POLIDEOLOGY,Very liberal,"[0.69275391, 0.20915476, 0.0812696, 0.01682172]",0.0
6171,255,ECON5_d_W54,POLIDEOLOGY,Conservative,"[0.20257607, 0.29182806, 0.14157618, 0.24151153, 0.12250817]",0.0221987743594655
6172,256,ECON5_d_W54,POLIDEOLOGY,Liberal,"[0.01025446, 0.10469636, 0.128197, 0.72451341, 0.03233877]",0.0140200508704696
6173,257,ECON5_d_W54,POLIDEOLOGY,Moderate,"[0.07259395, 0.124357, 0.16333431, 0.5450064, 0.09470833]",0.0067290584250247
6174,258,ECON5_d_W54,POLIDEOLOGY,Very conservative,"[0.3044547, 0.21698568, 0.14349269, 0.23360918, 0.10145776]",0.0032327877877561
6175,259,ECON5_d_W54,POLIDEOLOGY,Very liberal,"[0.02543176, 0.06418626, 0.08483083, 0.80414416, 0.021407]",0.0
6176,260,FIN_SIT_W54,POLIDEOLOGY,Conservative,"[0.33479325, 0.42988856, 0.17975809, 0.0555601]",0.0020907899869602
6177,261,FIN_SIT_W54,POLIDEOLOGY,Liberal,"[0.31628848, 0.4139967, 0.21731153, 0.05240329]",0.0022616348428488
6178,262,FIN_SIT_W54,POLIDEOLOGY,Moderate,"[0.25690398, 0.42200549, 0.24765695, 0.07343357]",0.0031509867323091
6179,263,FIN_SIT_W54,POLIDEOLOGY,Very conservative,"[0.31649187, 0.40292166, 0.19970589, 0.08088059]",0.0011863672720165
6180,264,FIN_SIT_W54,POLIDEOLOGY,Very liberal,"[0.30350613, 0.37133682, 0.20959337, 0.11556368]",0.0008807213450802
6191,275,INEQ8_d_W54,POLIDEOLOGY,Conservative,"[0.17754685, 0.21093028, 0.30285999, 0.30866288]",0.0089072262439206
6192,276,INEQ8_d_W54,POLIDEOLOGY,Liberal,"[0.6042053, 0.28912205, 0.07852551, 0.02814715]",0.0046116662901055
6193,277,INEQ8_d_W54,POLIDEOLOGY,Moderate,"[0.43647677, 0.31519028, 0.1733675, 0.07496545]",0.0074302647259292
6194,278,INEQ8_d_W54,POLIDEOLOGY,Very conservative,"[0.21401736, 0.20192481, 0.22898452, 0.35507332]",0.0051655185429462
6195,279,INEQ8_d_W54,POLIDEOLOGY,Very liberal,"[0.7276121, 0.20182715, 0.05273735, 0.0178234]",0.0
6201,285,INEQ8_g_W54,POLIDEOLOGY,Conservative,"[0.22211244, 0.25601956, 0.24442765, 0.27744035]",0.0132806565272186
6202,286,INEQ8_g_W54,POLIDEOLOGY,Liberal,"[0.55158739, 0.3294714, 0.10008411, 0.0188571]",0.0018668569297873
6203,287,INEQ8_g_W54,POLIDEOLOGY,Moderate,"[0.41446071, 0.32785847, 0.17543015, 0.08225066]",0.0036667228041102
6204,288,INEQ8_g_W54,POLIDEOLOGY,Very conservative,"[0.17958169, 0.19780424, 0.27960493, 0.34300913]",0.0055938167019155
6205,289,INEQ8_g_W54,POLIDEOLOGY,Very liberal,"[0.64121343, 0.25159859, 0.08783655, 0.01935143]",0.0099586803725348
6216,300,ECON3_d_W54,POLIDEOLOGY,Conservative,"[0.27984317, 0.35572454, 0.27558676, 0.08884553]",0.0051551345403027
6217,301,ECON3_d_W54,POLIDEOLOGY,Liberal,"[0.54680845, 0.29385809, 0.10394748, 0.05538598]",0.0134966846400863
6218,302,ECON3_d_W54,POLIDEOLOGY,Moderate,"[0.45598851, 0.28830598, 0.18791685, 0.06778866]",0.0092970882409518
6219,303,ECON3_d_W54,POLIDEOLOGY,Very conservative,"[0.30079908, 0.31758732, 0.25265099, 0.12896261]",0.0048816723274522
6220,304,ECON3_d_W54,POLIDEOLOGY,Very liberal,"[0.61683542, 0.20060321, 0.10516088, 0.07740048]",0.0058268044154819
6246,330,INEQ5_e_W54,POLIDEOLOGY,Conservative,"[0.14578463, 0.3216681, 0.31724629, 0.21530097]",0.0162719953221477
6247,331,INEQ5_e_W54,POLIDEOLOGY,Liberal,"[0.57292537, 0.30143626, 0.09468932, 0.03094905]",0.0138053171088182
6248,332,INEQ5_e_W54,POLIDEOLOGY,Moderate,"[0.39720254, 0.3393263, 0.1968566, 0.06661456]",0.0094972607863273
6249,333,INEQ5_e_W54,POLIDEOLOGY,Very conservative,"[0.15287164, 0.31496423, 0.24393074, 0.28823339]",0.0142902245941071
6250,334,INEQ5_e_W54,POLIDEOLOGY,Very liberal,"[0.73356476, 0.20501589, 0.04954723, 0.01187213]",0.0033324388626273
6256,340,ECON5_f_W54,POLIDEOLOGY,Conservative,"[0.2101638, 0.24945098, 0.22208174, 0.13958805, 0.17871544]",0.0070375530188997
6257,341,ECON5_f_W54,POLIDEOLOGY,Liberal,"[0.03871227, 0.09295689, 0.33969864, 0.473335, 0.05529721]",0.0231753304449347
6258,342,ECON5_f_W54,POLIDEOLOGY,Moderate,"[0.06128209, 0.15643799, 0.39532267, 0.29366812, 0.09328913]",0.0123652596719214
6259,343,ECON5_f_W54,POLIDEOLOGY,Very conservative,"[0.27235612, 0.33230572, 0.13621584, 0.1711899, 0.08793242]",0.0236460491920081
6260,344,ECON5_f_W54,POLIDEOLOGY,Very liberal,"[0.02194281, 0.11660446, 0.27562863, 0.53550651, 0.05031758]",0.003471174713924
6271,355,ECON5_c_W54,POLIDEOLOGY,Conservative,"[0.18081545, 0.28745678, 0.22775895, 0.16143244, 0.14253639]",0.0144712173048095
6272,356,ECON5_c_W54,POLIDEOLOGY,Liberal,"[0.02411802, 0.16773645, 0.3596301, 0.39620646, 0.05230897]",0.0120582309906431
6273,357,ECON5_c_W54,POLIDEOLOGY,Moderate,"[0.06672979, 0.21839604, 0.36307552, 0.26329072, 0.08850793]",0.009548109411705
6274,358,ECON5_c_W54,POLIDEOLOGY,Very conservative,"[0.22654208, 0.34445383, 0.16433525, 0.14897067, 0.11569816]",0.0013564785803562
6275,359,ECON5_c_W54,POLIDEOLOGY,Very liberal,"[0.01800088, 0.14318897, 0.3080942, 0.43018376, 0.10053218]",0.0
6276,360,ECON4_e_W54,POLIDEOLOGY,Conservative,"[0.25372441, 0.35202359, 0.27652732, 0.11772467]",0.001512150996806
6277,361,ECON4_e_W54,POLIDEOLOGY,Liberal,"[0.31142391, 0.326646, 0.2338783, 0.12805179]",0.0196205579783814
6278,362,ECON4_e_W54,POLIDEOLOGY,Moderate,"[0.27836488, 0.33587417, 0.27510137, 0.11065959]",0.0040187996375476
6279,363,ECON4_e_W54,POLIDEOLOGY,Very conservative,"[0.26875549, 0.27122238, 0.30487044, 0.15515169]",0.0067731004665777
6280,364,ECON4_e_W54,POLIDEOLOGY,Very liberal,"[0.32019742, 0.29827349, 0.23863818, 0.14289091]",0.0004871002307581
6281,365,INEQ8_a_W54,POLIDEOLOGY,Conservative,"[0.18512809, 0.25562655, 0.31116679, 0.24807858]",0.005752514315036
6282,366,INEQ8_a_W54,POLIDEOLOGY,Liberal,"[0.5621765, 0.3105206, 0.10189073, 0.02541217]",0.0023471265010616
6283,367,INEQ8_a_W54,POLIDEOLOGY,Moderate,"[0.41914822, 0.30289981, 0.20335722, 0.07459474]",0.0064507228390129
6284,368,INEQ8_a_W54,POLIDEOLOGY,Very conservative,"[0.20676246, 0.18298821, 0.24549021, 0.36475913]",0.0036043491534589
6285,369,INEQ8_a_W54,POLIDEOLOGY,Very liberal,"[0.63235663, 0.27551929, 0.08115909, 0.01096498]",0.0019284219393651
6296,380,INEQ5_d_W54,POLIDEOLOGY,Conservative,"[0.16373461, 0.39077979, 0.32145125, 0.12403435]",0.0134931483332352
6297,381,INEQ5_d_W54,POLIDEOLOGY,Liberal,"[0.1102713, 0.16905909, 0.31796156, 0.40270805]",0.0141106893145617
6298,382,INEQ5_d_W54,POLIDEOLOGY,Moderate,"[0.14685614, 0.29939274, 0.33058145, 0.22316966]",0.0115069046221612
6299,383,INEQ5_d_W54,POLIDEOLOGY,Very conservative,"[0.25436568, 0.4129443, 0.21886676, 0.11382326]",0.0158063789531915
6300,384,INEQ5_d_W54,POLIDEOLOGY,Very liberal,"[0.10732553, 0.1176991, 0.23389229, 0.54108307]",0.0
6301,385,ECON1_W54,POLIDEOLOGY,Conservative,"[0.20747238, 0.55025766, 0.19194529, 0.05032467]",0.0005278867591643
6302,386,ECON1_W54,POLIDEOLOGY,Liberal,"[0.01910394, 0.4037651, 0.48580151, 0.09132945]",0.0035458744517911
6303,387,ECON1_W54,POLIDEOLOGY,Moderate,"[0.06251426, 0.45730117, 0.40351883, 0.07666573]",0.0004005172708652
6304,388,ECON1_W54,POLIDEOLOGY,Very conservative,"[0.27817538, 0.53468642, 0.14039049, 0.04674771]",0.0010900354497945
6305,389,ECON1_W54,POLIDEOLOGY,Very liberal,"[0.013863, 0.29660571, 0.48747098, 0.20206031]",0.0010592198347117
6311,395,WORRY2c_W54,POLIDEOLOGY,Conservative,"[0.19226993, 0.13979162, 0.30185242, 0.21218246, 0.15390357]",0.0054559803646217
6312,396,WORRY2c_W54,POLIDEOLOGY,Liberal,"[0.25723791, 0.17302283, 0.27285734, 0.17807412, 0.11880779]",0.0080289969650319
6313,397,WORRY2c_W54,POLIDEOLOGY,Moderate,"[0.26430347, 0.18370602, 0.2748271, 0.17555194, 0.10161147]",0.0084890056419603
6314,398,WORRY2c_W54,POLIDEOLOGY,Very conservative,"[0.2103151, 0.12113447, 0.29225932, 0.1990521, 0.17723902]",0.0236207618891268
6315,399,WORRY2c_W54,POLIDEOLOGY,Very liberal,"[0.29987564, 0.12571495, 0.24751433, 0.20484982, 0.12204526]",0.0045355874797622
6321,405,ECON5_b_W54,POLIDEOLOGY,Conservative,"[0.36268305, 0.23962081, 0.06894593, 0.03824889, 0.29050133]",0.0085420940916793
6322,406,ECON5_b_W54,POLIDEOLOGY,Liberal,"[0.71378606, 0.09850654, 0.0448833, 0.06043891, 0.0823852]",0.0140078339778311
6323,407,ECON5_b_W54,POLIDEOLOGY,Moderate,"[0.55371082, 0.15743739, 0.06227206, 0.0247269, 0.20185283]",0.0082013320564524
6324,408,ECON5_b_W54,POLIDEOLOGY,Very conservative,"[0.37463187, 0.20876799, 0.09303498, 0.06633717, 0.25722798]",0.0067663899367059
6325,409,ECON5_b_W54,POLIDEOLOGY,Very liberal,"[0.7985973, 0.02946526, 0.02401625, 0.06394264, 0.08397855]",0.0
6346,430,ECON4_g_W54,POLIDEOLOGY,Conservative,"[0.15746962, 0.21413048, 0.43473079, 0.19366911]",0.0117367167512799
6347,431,ECON4_g_W54,POLIDEOLOGY,Liberal,"[0.12378267, 0.23544688, 0.41240695, 0.22836351]",0.0134527371315064
6348,432,ECON4_g_W54,POLIDEOLOGY,Moderate,"[0.17209026, 0.26162816, 0.37554065, 0.19074093]",0.0144455093638513
6349,433,ECON4_g_W54,POLIDEOLOGY,Very conservative,"[0.2115443, 0.17895574, 0.35926867, 0.25023129]",0.0098813389930394
6350,434,ECON4_g_W54,POLIDEOLOGY,Very liberal,"[0.12065531, 0.1801657, 0.32227565, 0.37690335]",0.0
6351,435,INEQ5_l_W54,POLIDEOLOGY,Conservative,"[0.46986966, 0.32716493, 0.16217847, 0.04078694]",0.0126908454429254
6352,436,INEQ5_l_W54,POLIDEOLOGY,Liberal,"[0.07982438, 0.18405262, 0.46276618, 0.27335682]",0.0095087938989431
6353,437,INEQ5_l_W54,POLIDEOLOGY,Moderate,"[0.2539624, 0.28380752, 0.33347474, 0.12875534]",0.0040352635202201
6354,438,INEQ5_l_W54,POLIDEOLOGY,Very conservative,"[0.54142406, 0.2472052, 0.15742575, 0.05394498]",0.0071287996195672
6355,439,INEQ5_l_W54,POLIDEOLOGY,Very liberal,"[0.07273626, 0.07643492, 0.41367183, 0.43715699]",0.0
6356,440,INEQ1_W54,POLIDEOLOGY,Conservative,"[0.41126018, 0.12699623, 0.46174359]",0.0495995075379938
6357,441,INEQ1_W54,POLIDEOLOGY,Liberal,"[0.85091825, 0.09438865, 0.0546931]",0.0139857077473717
6358,442,INEQ1_W54,POLIDEOLOGY,Moderate,"[0.65032107, 0.17276922, 0.17690971]",0.0183228437979921
6359,443,INEQ1_W54,POLIDEOLOGY,Very conservative,"[0.32366066, 0.13218844, 0.5441509]",0.0425775186270755
6360,444,INEQ1_W54,POLIDEOLOGY,Very liberal,"[0.90208276, 0.05171168, 0.04620556]",0.0010063094503957
6366,450,INEQ5_k_W54,POLIDEOLOGY,Conservative,"[0.13291622, 0.25929396, 0.38496838, 0.22282145]",0.0232815451375361
6367,451,INEQ5_k_W54,POLIDEOLOGY,Liberal,"[0.46857697, 0.36484013, 0.11232853, 0.05425437]",0.0176003472450165
6368,452,INEQ5_k_W54,POLIDEOLOGY,Moderate,"[0.33635804, 0.33460226, 0.23729324, 0.09174647]",0.0082624519172113
6369,453,INEQ5_k_W54,POLIDEOLOGY,Very conservative,"[0.17971653, 0.17219344, 0.33575725, 0.31233278]",0.0144592954950299
6370,454,INEQ5_k_W54,POLIDEOLOGY,Very liberal,"[0.59978831, 0.29421533, 0.06857227, 0.03742409]",0.0
6371,455,ECON5_k_W54,POLIDEOLOGY,Conservative,"[0.24452784, 0.3313746, 0.15095769, 0.07432236, 0.19881751]",0.0138619489155553
6372,456,ECON5_k_W54,POLIDEOLOGY,Liberal,"[0.14449049, 0.38403026, 0.23731853, 0.10235746, 0.13180326]",0.0126231004657246
6373,457,ECON5_k_W54,POLIDEOLOGY,Moderate,"[0.16473808, 0.3086221, 0.24640366, 0.09267969, 0.18755647]",0.0098303671137685
6374,458,ECON5_k_W54,POLIDEOLOGY,Very conservative,"[0.24255689, 0.24499382, 0.12764171, 0.08692148, 0.2978861]",0.0075592698115677
6375,459,ECON5_k_W54,POLIDEOLOGY,Very liberal,"[0.09449347, 0.35137296, 0.27826148, 0.11471477, 0.16115732]",0.0093090248586351
6376,460,GOVPRIORITYf_W54,POLIDEOLOGY,Conservative,"[0.39013621, 0.40567716, 0.14560612, 0.05858052]",0.0108911078928187
6377,461,GOVPRIORITYf_W54,POLIDEOLOGY,Liberal,"[0.79328038, 0.17318925, 0.03087997, 0.0026504]",0.0034047150598548
6378,462,GOVPRIORITYf_W54,POLIDEOLOGY,Moderate,"[0.61756679, 0.27286309, 0.08256198, 0.02700814]",0.0046033665538721
6379,463,GOVPRIORITYf_W54,POLIDEOLOGY,Very conservative,"[0.33367906, 0.35005031, 0.20494823, 0.1113224]",0.0117990272728248
6380,464,GOVPRIORITYf_W54,POLIDEOLOGY,Very liberal,"[0.77620948, 0.18271528, 0.03073011, 0.01034513]",0.0
6416,500,WORRY2d_W54,POLIDEOLOGY,Conservative,"[0.18642023, 0.1490574, 0.38185966, 0.17665459, 0.10600812]",0.00602928408923
6417,501,WORRY2d_W54,POLIDEOLOGY,Liberal,"[0.24228421, 0.18312717, 0.34336479, 0.16735396, 0.06386988]",0.0078432158636007
6418,502,WORRY2d_W54,POLIDEOLOGY,Moderate,"[0.23214878, 0.19931932, 0.34202257, 0.14011867, 0.08639066]",0.0085771096922394
6419,503,WORRY2d_W54,POLIDEOLOGY,Very conservative,"[0.1364544, 0.11761224, 0.43118163, 0.16116065, 0.15359109]",0.0130983416890946
6420,504,WORRY2d_W54,POLIDEOLOGY,Very liberal,"[0.27308021, 0.15802992, 0.34607604, 0.13629098, 0.08652284]",0.0065795019829793
6436,520,ECON4_f_W54,POLIDEOLOGY,Conservative,"[0.29496651, 0.3872123, 0.24230046, 0.07552073]",0.0033056535566485
6437,521,ECON4_f_W54,POLIDEOLOGY,Liberal,"[0.22271343, 0.38569507, 0.29353731, 0.09805419]",0.0069914470634359
6438,522,ECON4_f_W54,POLIDEOLOGY,Moderate,"[0.34537919, 0.32199093, 0.23986315, 0.09276673]",0.0036423124904585
6439,523,ECON4_f_W54,POLIDEOLOGY,Very conservative,"[0.32645046, 0.36283759, 0.21092963, 0.09978233]",0.007097428336498
6440,524,ECON4_f_W54,POLIDEOLOGY,Very liberal,"[0.17437705, 0.26207724, 0.39101601, 0.17252971]",0.0
6441,525,INEQ8_i_W54,POLIDEOLOGY,Conservative,"[0.1839589, 0.20194209, 0.34700694, 0.26709207]",0.0119941678295499
6442,526,INEQ8_i_W54,POLIDEOLOGY,Liberal,"[0.40282108, 0.43170791, 0.14781129, 0.01765971]",0.0093769500346282
6443,527,INEQ8_i_W54,POLIDEOLOGY,Moderate,"[0.28882628, 0.35235378, 0.27192081, 0.08689913]",0.0022899292540778
6444,528,INEQ8_i_W54,POLIDEOLOGY,Very conservative,"[0.18424164, 0.16098242, 0.25477547, 0.40000048]",0.0057388958461545
6445,529,INEQ8_i_W54,POLIDEOLOGY,Very liberal,"[0.63182907, 0.26304217, 0.09474055, 0.01038821]",0.0099586803725348
6466,550,WORRY2b_W54,POLIDEOLOGY,Conservative,"[0.08951081, 0.06566879, 0.30673109, 0.30642171, 0.23166759]",0.0085646970640531
6467,551,WORRY2b_W54,POLIDEOLOGY,Liberal,"[0.13228847, 0.08568935, 0.31938288, 0.29971418, 0.16292512]",0.016072603213432
6468,552,WORRY2b_W54,POLIDEOLOGY,Moderate,"[0.12778916, 0.09540437, 0.28704992, 0.28656548, 0.20319107]",0.0082860406408487
6469,553,WORRY2b_W54,POLIDEOLOGY,Very conservative,"[0.12387578, 0.04418443, 0.24173392, 0.30134633, 0.28885954]",0.0094029139521987
6470,554,WORRY2b_W54,POLIDEOLOGY,Very liberal,"[0.13407898, 0.08933816, 0.30165614, 0.26139045, 0.21353627]",0.0103773162453402
6481,565,ECIMPg_W54,POLIDEOLOGY,Conservative,"[0.69812686, 0.03008451, 0.27178863]",0.005323047100455
6482,566,ECIMPg_W54,POLIDEOLOGY,Liberal,"[0.95239328, 0.01367401, 0.0339327]",0.0019381722793207
6483,567,ECIMPg_W54,POLIDEOLOGY,Moderate,"[0.85496839, 0.03385396, 0.11117765]",0.004182463294352
6484,568,ECIMPg_W54,POLIDEOLOGY,Very conservative,"[0.59380859, 0.03122792, 0.37496349]",0.008249632459484
6485,569,ECIMPg_W54,POLIDEOLOGY,Very liberal,"[0.97736794, 0.00374361, 0.01888846]",0.0099586803725348
6491,575,WORRY2a_W54,POLIDEOLOGY,Conservative,"[0.18894519, 0.14898456, 0.29504382, 0.17589623, 0.1911302]",0.0078187595801774
6492,576,WORRY2a_W54,POLIDEOLOGY,Liberal,"[0.27458835, 0.16256537, 0.25926521, 0.15271408, 0.15086698]",0.0100351563615552
6493,577,WORRY2a_W54,POLIDEOLOGY,Moderate,"[0.25005844, 0.19008521, 0.27680446, 0.14206923, 0.14098265]",0.0096127859327059
6494,578,WORRY2a_W54,POLIDEOLOGY,Very conservative,"[0.2112648, 0.13482588, 0.21588147, 0.19300876, 0.2450191]",0.0179477782250138
6495,579,WORRY2a_W54,POLIDEOLOGY,Very liberal,"[0.32585604, 0.10924787, 0.20489558, 0.17116745, 0.18883305]",0.0045355874797622
6506,10,ECON5_g_W54,RACE,Asian,"[0.27693071, 0.23518381, 0.17071206, 0.08947767, 0.22769575]",0.0065718915751228
6507,11,ECON5_g_W54,RACE,Black,"[0.37539728, 0.2197691, 0.13430665, 0.07403273, 0.19649424]",0.0241480270234224
6508,12,ECON5_g_W54,RACE,Hispanic,"[0.33971063, 0.27931218, 0.10947039, 0.07713052, 0.19437629]",0.0037710693768766
6509,13,ECON5_g_W54,RACE,Other,"[0.26495092, 0.11003781, 0.18351535, 0.07237282, 0.36912309]",0.1191538490158563
6510,14,ECON5_g_W54,RACE,White,"[0.17034753, 0.2553025, 0.17867922, 0.07458416, 0.32108658]",0.0145641296130111
6516,20,ECON5_j_W54,RACE,Asian,"[0.03891261, 0.1444031, 0.18603297, 0.47048733, 0.16016399]",0.0
6517,21,ECON5_j_W54,RACE,Black,"[0.06457983, 0.11886802, 0.27809365, 0.43588673, 0.10257177]",0.0141804441639599
6518,22,ECON5_j_W54,RACE,Hispanic,"[0.07362607, 0.15003256, 0.26212761, 0.4411886, 0.07302517]",0.0037710693768766
6519,23,ECON5_j_W54,RACE,Other,"[0.14314033, 0.17598321, 0.26996842, 0.26689885, 0.1440092]",0.0
6520,24,ECON5_j_W54,RACE,White,"[0.0956208, 0.15292625, 0.31512422, 0.28501914, 0.15130959]",0.0110062026396384
6521,25,INEQ5_h_W54,RACE,Asian,"[0.35816548, 0.40095134, 0.19626506, 0.04461813]",0.0065718915751228
